	Page_ID	Tweet
0	17805	alaska woman allergic reaction vaccine|HealthcareGlob1|Thu Dec 17 10:07:33 +0000 2020||0|0|https://t.co/ebCDmCpZgB
1	13208	covid vaccine|chaerfilm|Thu Dec 17 10:26:52 +0000 2020||0|0|
2	13576	us angling secure pfizer s coronavirus vaccine|RattlesnakeCre1|Thu Dec 17 10:25:06 +0000 2020||0|0|https://t.co/KiIqEyviSU
3	10391	us angling secure pfizer s coronavirus vaccine|16WAPTNews|Thu Dec 17 10:39:05 +0000 2020||0|1|https://t.co/2jopbdWJJJ
4	9938	us angling secure pfizer s coronavirus vaccine|ksbw|Thu Dec 17 10:41:04 +0000 2020||0|0|https://t.co/uFY4TmPo1c
5	9937	us angling secure pfizer s coronavirus vaccine|wdsu|Thu Dec 17 10:41:04 +0000 2020||0|0|https://t.co/yVqIbmRQW1
6	9708	us angling secure pfizer s coronavirus vaccine|kcranews|Thu Dec 17 10:42:06 +0000 2020||0|0|https://t.co/XkgynLCZnH
7	9470	us angling secure pfizer s coronavirus vaccine|WXII|Thu Dec 17 10:43:06 +0000 2020||0|0|https://t.co/iHZav5aVr3
8	9469	us angling secure pfizer s coronavirus vaccine|wyffnews4|Thu Dec 17 10:43:06 +0000 2020||0|0|https://t.co/nWi3a1TxtD
9	9468	us angling secure pfizer s coronavirus vaccine|KCCINews|Thu Dec 17 10:43:06 +0000 2020||0|0|https://t.co/eWrZwFg23u
10	9467	us angling secure pfizer s coronavirus vaccine|WISN12News|Thu Dec 17 10:43:06 +0000 2020||0|0|https://t.co/UL09jdCjbB
11	8981	us angling secure pfizer s coronavirus vaccine|WLKY|Thu Dec 17 10:45:10 +0000 2020||0|0|https://t.co/9oGjk9E9gr
12	8980	us angling secure pfizer s coronavirus vaccine|WMTWTV|Thu Dec 17 10:45:11 +0000 2020||0|0|https://t.co/vcevGnupbF
13	8979	us angling secure pfizer s coronavirus vaccine|WLWT|Thu Dec 17 10:45:11 +0000 2020||1|1|https://t.co/HG7URUs5Xy
14	8783	us angling secure pfizer s coronavirus vaccine|WPBF25News|Thu Dec 17 10:46:03 +0000 2020||1|0|https://t.co/5wKaIEs8RJ
15	8563	us angling secure pfizer s coronavirus vaccine|WTAE|Thu Dec 17 10:47:05 +0000 2020||0|0|https://t.co/V00rgTZipY
16	8326	us angling secure pfizer s coronavirus vaccine|koat7news|Thu Dec 17 10:48:07 +0000 2020||0|0|https://t.co/12cbil2DBn
17	8322	us angling secure pfizer s coronavirus vaccine|koconews|Thu Dec 17 10:48:07 +0000 2020||0|0|https://t.co/NqZg3vBs4C
18	8321	us angling secure pfizer s coronavirus vaccine|WESH|Thu Dec 17 10:48:07 +0000 2020||0|0|https://t.co/d32h62oeFG
19	8115	us angling secure pfizer s coronavirus vaccine|WGAL|Thu Dec 17 10:49:04 +0000 2020||1|0|https://t.co/HsLR9D0Z44
